word,transcription,definition,level,categories,raw
atmosphere,/ˈæt.məs.fɪər/,"the pervading tone or mood of a place, situation, or work of art.",B1,"Nouns;General",
attach,/əˈtætʃ/,"to fasten; join.",B1,"Verbs;Actions",
attitude,/ˈæt.ɪ.tʃuːd/,"a settled way of thinking or feeling about someone or something.",B1,"Nouns;Feelings",
attract,/əˈtrækt/,"to cause to come to a place or participate in a venture by offering something of interest or advantage.",B1,"Verbs;Actions",
attraction,/əˈtræk.ʃən/,"the action or power of evoking interest in or liking for someone or something.",B1,"Nouns;Feelings",
authority,/ɔːˈθɒr.ə.ti/,"the power or right to give orders, make decisions, and enforce obedience.",B1,"Nouns;Society;Work",
average,/ˈæv.ər.ɪdʒ/,"to amount to or achieve as an average.",B1,"Verbs;Math",
award,/əˈwɔːd/,"to give or order the giving of something as an official payment, compensation, or prize to someone.",B1,"Verbs;Events",
aware,/əˈweər/,"having knowledge or perception of a situation or fact.",B1,"Adjectives;General",
backwards,/ˈbæk.wədz/,"directed behind or to the rear.",B1,"Adverbs;Movement",
bake,/beɪk/,"to cook food by dry heat without direct exposure to a flame, typically in an oven.",B1,"Verbs;Food;Actions",
balance,/ˈbæl.əns/,"an even distribution of weight enabling someone or something to remain upright and steady.",B1,"Nouns;Verbs",
ban,/bæn/,"to officially or legally prohibit.",B1,"Verbs;Society",
bank,/bæŋk/,"the land alongside or sloping down to a river or lake.",B1,"Nature;Geography;Places",
base,/beɪs/,"the lowest part or edge of something, especially the part on which it rests or is supported.",B1,"Nouns;General",
basic,/ˈbeɪ.sɪk/,"forming an essential foundation or starting point; fundamental.",B1,"Adjectives;General",
basis,/ˈbeɪ.sɪs/,"the underlying support or foundation for an idea, argument, or process.",B1,"Nouns;General",
battery,/ˈbæt.ər.i/,"a container consisting of one or more cells, in which chemical energy is converted into electricity and used as a source of power.",B1,"Technology;Objects;Nouns",
battle,/ˈbæt.əl/,"a sustained fight between large organized armed forces.",B1,"Events;Nouns",
beauty,/ˈbjuː.ti/,"a combination of qualities, such as shape, colour, or form, that pleases the aesthetic senses, especially the sight.",B1,"Nouns;Appearance",
bee,/biː/,"a stinging winged insect which collects nectar and pollen, produces wax and honey, and lives in large communities.",B1,"Animals;Nouns",
belief,/bɪˈliːf/,"an acceptance that something exists or is true, especially one without proof.",B1,"Nouns;Feelings",
bell,/bel/,"a hollow metal object, typically in the shape of a deep cup that is wide at the bottom, which makes a ringing sound when struck.",B1,"Objects;Music;Nouns",
bend,/bend/,"to shape or force something straight into a curve or angle.",B1,"Verbs;Shapes",
benefit,/ˈben.ɪ.fɪt/,"to receive an advantage; profit.",B1,"Verbs;General",
better,/ˈbet.ər/,"something of a higher standard or less poor quality.",B1,"Nouns;General",
bite,/baɪt/,"(of a person or animal) to use the teeth to cut into something in order to eat it.",B1,"Verbs;Actions;Food",
block,/blɒk/,"a large solid piece of hard material, especially rock, stone, or wood, typically with flat surfaces on each side.",B1,"Nouns;Objects",
board,/bɔːd/,"to get on or into a ship, aircraft, or other vehicle.",B1,"Verbs;Travel;Transport",
bomb,/bɒm/,"a container filled with explosive, incendiary material, smoke, gas, or other destructive substance, designed to explode on impact or when detonated by a timing, proximity, or remote-control device.",B1,"Objects;Nouns",
border,/ˈbɔː.dər/,"a line separating two countries, administrative divisions, or other areas.",B1,"Geography;Places;Nouns",
bother,/ˈbɒð.ər/,"to take the trouble to do something.",B1,"Verbs;Actions",
branch,/brɑːntʃ/,"a part of a tree which grows out from the trunk or from a bough.",B1,"Plants;Nature;Nouns",
brand,/brænd/,"a type of product manufactured by a particular company under a particular name.",B1,"Business;Shopping;Nouns",
brave,/breɪv/,"ready to face and endure danger or pain; showing courage.",B1,"Adjectives;Feelings",
breath,/breθ/,"the air taken into or expelled from the lungs.",B1,"Body Parts;Nouns",
breathe,/briːð/,"to take air into the lungs and then expel it.",B1,"Verbs;Health",
breathing,/ˈbriː.ðɪŋ/,"the process of taking air into and expelling it from the lungs.",B1,"Nouns;Health",
bride,/braɪd/,"a woman on her wedding day or just before and after the event.",B1,"People;Family;Events",
bubble,/ˈbʌb.əl/,"a thin sphere of liquid enclosing air or another gas.",B1,"Nouns;Objects",
bury,/ˈber.i/,"to put or hide under ground.",B1,"Verbs;Actions",
by,/baɪ/,"near to or next to.",B1,"Adverbs;Grammar",
calm,/kɑːm/,"not showing or feeling nervousness, anger, or other strong emotions.",B1,"Adjectives;Feelings",
campaign,/kæmˈpeɪn/,"an organized course of action to achieve a particular goal.",B1,"Work;Society;Nouns",
campus,/ˈkæm.pəs/,"the grounds and buildings of a university or college.",B1,"Education;Places;Nouns",
candidate,/ˈkæn.dɪ.dət/,"a person who applies for a job or is nominated for election.",B1,"Work;People;Nouns",
cap,/kæp/,"a kind of soft, flat hat, typically with a peak.",B1,"Clothing;Objects;Nouns",
captain,/ˈkæp.tɪn/,"the person in command of a ship or aircraft.",B1,"Professions;Transport;People",
careless,/ˈkeə.ləs/,"not giving sufficient attention or thought to avoiding harm or mistakes.",B1,"Adjectives;General",
category,/ˈkæt.ə.ɡər.i/,"a class or division of people or things regarded as having particular shared characteristics.",B1,"Nouns;General",
ceiling,/ˈsiː.lɪŋ/,"the upper interior surface of a room or other similar compartment.",B1,"House;Objects;Nouns",
celebration,/ˌsel.əˈbreɪ.ʃən/,"a social gathering or enjoyable activity held to celebrate something.",B1,"Events;Leisure;Nouns",
central,/ˈsen.trəl/,"of, at, or forming the centre.",B1,"Adjectives;Geography",
centre,/ˈsen.tər/,"to place in the middle.",B1,"Verbs;Actions",
ceremony,/ˈser.ɪ.mə.ni/,"a formal religious or public occasion, typically one celebrating a particular event or anniversary.",B1,"Events;Society;Nouns",
chain,/tʃeɪn/,"a series of connected links or rings, typically of metal.",B1,"Objects;Nouns",
challenge,/ˈtʃæl.ɪndʒ/,"a task or situation that tests someone's abilities.",B1,"Nouns;Verbs",
champion,/ˈtʃæm.pi.ən/,"a person who has defeated or surpassed all rivals in a competition, especially in sport.",B1,"People;Sports;Nouns",
channel,/ˈtʃæn.əl/,"a band of frequencies used in radio and television transmission, especially as used by a particular station.",B1,"Media;Nouns",
chapter,/ˈtʃæp.tər/,"a main division of a book, typically with a number or title.",B1,"Writing;Nouns",
charge,/tʃɑːdʒ/,"a price asked for goods or services.",B1,"Money;Shopping;Nouns",
cheap,/tʃiːp/,"at a low price.",B1,"Adverbs;Shopping",
cheat,/tʃiːt/,"to act dishonestly or unfairly in order to gain an advantage.",B1,"Verbs;Actions",
cheerful,/ˈtʃɪə.fəl/,"noticeably happy and optimistic.",B1,"Adjectives;Feelings",
chemical,/ˈkem.ɪ.kəl/,"relating to chemistry.",B1,"Adjectives;Education",
chest,/tʃest/,"the front surface of a person's or animal's body between the neck and the stomach.",B1,"Body Parts;Nouns",
childhood,/ˈtʃaɪld.hʊd/,"the state or period of being a child.",B1,"Nouns;Time;Family",
claim,/kleɪm/,"to state or assert that something is the case, typically without providing evidence or proof.",B1,"Verbs;Communication",
clause,/klɔːz/,"a unit of grammatical organization next below the sentence in rank and in traditional grammar said to consist of a subject and predicate.",B1,"Grammar;Writing;Nouns",
clear,/klɪər/,"to make or become free of obstructions.",B1,"Verbs;Actions",
click,/klɪk/,"to press a button on a computer mouse to select something.",B1,"Verbs;Technology;Actions",
client,/ˈklaɪ.ənt/,"a person or organization using the services of a lawyer or other professional person or company.",B1,"Work;Business;People",
climb,/klaɪm/,"an ascent, especially of a mountain or rock face.",B1,"Nouns;Movement;Sports",
close,/kləʊs/,"a short distance away or apart.",B1,"Adverbs;Prepositions",
cloth,/klɒθ/,"woven or felted fabric made from wool, cotton, or a similar fibre.",B1,"Objects;Nouns",
clue,/kluː/,"a piece of evidence or information used in the detection of a crime or solving of a mystery.",B1,"Nouns;General",
coach,/kəʊtʃ/,"to train or instruct a team or player.",B1,"Verbs;Work;Sports",
coal,/kəʊl/,"a combustible black or dark brown rock consisting mainly of carbonized plant matter, found mainly in underground deposits and widely used as fuel.",B1,"Nature;Objects;Nouns",
coin,/kɔɪn/,"a flat, typically round piece of metal with an official stamp, used as money.",B1,"Money;Objects;Nouns",
collection,/kəˈlek.ʃən/,"the action or process of collecting someone or something.",B1,"Nouns;Hobbies",
coloured,/ˈkʌl.əd/,"having a colour or colours, especially as opposed to being black, white, or neutral.",B1,"Adjectives;Colors",
combine,/kəmˈbaɪn/,"to unite; merge.",B1,"Verbs;Actions",
comment,/ˈkɒm.ent/,"to express an opinion or reaction.",B1,"Verbs;Communication",
commercial,/kəˈmɜː.ʃəl/,"concerned with or engaged in commerce.",B1,"Adjectives;Business",
commit,/kəˈmɪt/,"to carry out or perpetrate a mistake, crime, or immoral act.",B1,"Verbs;Actions",
communication,/kəˌmjuː.nɪˈkeɪ.ʃən/,"the imparting or exchanging of information by speaking, writing, or using some other medium.",B1,"Nouns;Communication",
comparison,/kəmˈpær.ɪ.sən/,"a consideration or estimate of the similarities or dissimilarities between two things or people.",B1,"Nouns;General",
competitive,/kəmˈpet.ɪ.tɪv/,"relating to or characterized by competition.",B1,"Adjectives;Sports;Business",
competitor,/kəmˈpet.ɪ.tər/,"a person who takes part in a sporting contest.",B1,"People;Sports;Nouns",
complaint,/kəmˈpleɪnt/,"a statement that a situation is unsatisfactory or unacceptable.",B1,"Nouns;Communication",
complex,/ˈkɒm.pleks/,"consisting of many different and connected parts.",B1,"Adjectives;General",
concentrate,/ˈkɒn.sən.treɪt/,"to focus all one's attention on a particular object or activity.",B1,"Verbs;Actions",
conclude,/kənˈkluːd/,"to bring something to an end.",B1,"Verbs;Actions",
conclusion,/kənˈkluː.ʒən/,"the end or finish of an event or process.",B1,"Nouns;General",
confident,/ˈkɒn.fɪ.dənt/,"feeling or showing confidence in oneself; self-assured.",B1,"Adjectives;Feelings",
confirm,/kənˈfɜːm/,"to establish the truth or correctness of something previously believed.",B1,"Verbs;Communication",
confused,/kənˈfjuːzd/,"unable to think clearly; bewildered.",B1,"Adjectives;Feelings",
connection,/kəˈnek.ʃən/,"a relationship in which a person, thing, or idea is linked or associated with something else.",B1,"Nouns;General",
consequence,/ˈkɒn.sɪ.kwəns/,"a result or effect of an action or condition.",B1,"Nouns;General",
consist,/kənˈsɪst/,"to be composed or made up of.",B1,"Verbs;General",
consume,/kənˈsjuːm/,"to eat, drink, or ingest food or drink.",B1,"Verbs;Food;Actions",
consumer,/kənˈsjuː.mər/,"a person who purchases goods and services for personal use.",B1,"People;Shopping;Nouns",
contact,/ˈkɒn.tækt/,"the state or condition of physical touching.",B1,"Nouns;Verbs;Communication",
container,/kənˈteɪ.nər/,"an object that can be used to hold or transport something.",B1,"Containers;Objects;Nouns",
content,/ˈkɒn.tent/,"the things that are held or included in something.",B1,"Nouns;General",
continuous,/kənˈtɪn.ju.əs/,"forming an unbroken whole; without interruption.",B1,"Adjectives;General",
contrast,/ˈkɒn.trɑːst/,"the state of being strikingly different from something else in juxtaposition or close association.",B1,"Nouns;Verbs",
convenient,/kənˈviː.ni.ənt/,"fitting in well with a person's needs, activities, and plans.",B1,"Adjectives;General",
convince,/kənˈvɪns/,"to cause someone to believe firmly in the truth of something.",B1,"Verbs;Communication",
cool,/kuːl/,"to become or cause to become less hot.",B1,"Verbs;Weather",
costume,/ˈkɒs.tjuːm/,"a set of clothes in a style typical of a particular country or historical period.",B1,"Clothing;Nouns",
cottage,/ˈkɒt.ɪdʒ/,"a small house, typically one in the country.",B1,"House;Places;Nouns",
cotton,/ˈkɒt.ən/,"a soft white fibrous substance which surrounds the seeds of the cotton plant and is made into textile fibre and thread for sewing.",B1,"Plants;Nouns",
count,/kaʊnt/,"a single number in a sequence of counting.",B1,"Nouns;Math",
countryside,/ˈkʌn.tri.saɪd/,"the land and scenery of a rural area.",B1,"Nature;Geography;Places",
court,/kɔːt/,"a quadrangular area, either open or covered, marked out for ball games such as tennis.",B1,"Sports;Places;Nouns",
cover,/ˈkʌv.ər/,"a thing which lies on, over, or around something, especially in order to protect or conceal it.",B1,"Nouns;Objects",
covered,/ˈkʌv.əd/,"put something on top of or in front of (something), especially in order to protect or conceal it.",B1,"Adjectives;General",
cream,/kriːm/,"of a yellowish-white colour.",B1,"Adjectives;Colors",
criminal,/ˈkrɪm.ɪ.nəl/,"relating to crime.",B1,"Adjectives;Society",
cruel,/ˈkruː.əl/,"wilfully causing pain or suffering to others, or feeling no concern about it.",B1,"Adjectives;Feelings",
cultural,/ˈkʌl.tʃər.əl/,"relating to the ideas, customs, and social behaviour of a society.",B1,"Adjectives;Society",
currency,/ˈkʌr.ən.si/,"a system of money in general use in a particular country.",B1,"Money;Nouns",
current,/ˈkʌr.ənt/,"belonging to the present time; happening or being used or done now.",B1,"Adjectives;Time",
currently,/ˈkʌr.ənt.li/,"at the present time.",B1,"Adverbs;Time",
curtain,/ˈkɜː.tən/,"a piece of material suspended at the top to form a covering or screen, typically one of a pair at a window.",B1,"House;Objects;Nouns",
